index,target,tags,irrelevant_tags
26903,7,wrench,wrench
6050,3,equation,equation
35503,4,ocean,ocean
23459,4,ocean,ocean
42246,5,tiger,tiger
34341,8,nebula,nebula
5947,7,wrench,wrench
25455,1,guitar,guitar
58848,6,satellite,satellite
59987,9,democracy,democracy
57521,9,democracy,democracy
35306,4,ocean,ocean
2923,6,satellite,satellite
12474,3,equation,equation
49719,5,tiger,tiger
5076,2,mountain,mountain
12533,3,equation,equation
34457,1,guitar,guitar
48259,4,ocean,ocean
5561,9,democracy,democracy
51762,3,equation,equation
40382,6,satellite,satellite
16572,1,guitar,guitar
12300,4,ocean,ocean
41989,4,ocean,ocean
26969,1,guitar,guitar
51975,4,ocean,ocean
43159,2,mountain,mountain
4393,7,wrench,wrench
13925,5,tiger,tiger
23189,0,apple,apple
14088,3,equation,equation
29816,2,mountain,mountain
19391,6,satellite,satellite
27146,1,guitar,guitar
59008,3,equation,equation
3124,9,democracy,democracy
5985,8,nebula,nebula
26048,4,ocean,ocean
31757,1,guitar,guitar
4299,6,satellite,satellite
32341,3,equation,equation
42238,2,mountain,mountain
24498,0,apple,apple
20711,1,guitar,guitar
10712,6,satellite,satellite
55670,4,ocean,ocean
21378,0,apple,apple
16962,7,wrench,wrench
56404,3,equation,equation
48818,1,guitar,guitar
2464,4,ocean,ocean
43180,9,democracy,democracy
27903,8,nebula,nebula
50410,3,equation,equation
16233,5,tiger,tiger
50749,6,satellite,satellite
15098,9,democracy,democracy
32853,9,democracy,democracy
46384,6,satellite,satellite
54048,7,wrench,wrench
44404,6,satellite,satellite
53778,4,ocean,ocean
54719,3,equation,equation
47019,9,democracy,democracy
10039,8,nebula,nebula
41191,1,guitar,guitar
50028,0,apple,apple
30936,2,mountain,mountain
57020,4,ocean,ocean
46467,5,tiger,tiger
12101,8,nebula,nebula
41708,4,ocean,ocean
22133,5,tiger,tiger
1302,2,mountain,mountain
59672,0,apple,apple
14741,3,equation,equation
6397,4,ocean,ocean
25761,2,mountain,mountain
48786,9,democracy,democracy
35317,6,satellite,satellite
10005,9,democracy,democracy
13299,1,guitar,guitar
19228,4,ocean,ocean
59034,7,wrench,wrench
38776,0,apple,apple
25119,1,guitar,guitar
59062,9,democracy,democracy
34588,8,nebula,nebula
58297,9,democracy,democracy
32049,8,nebula,nebula
21880,1,guitar,guitar
26889,9,democracy,democracy
45421,8,nebula,nebula
31927,8,nebula,nebula
15819,4,ocean,ocean
49655,7,wrench,wrench
43393,9,democracy,democracy
50104,7,wrench,wrench
59915,0,apple,apple
43240,1,guitar,guitar
56181,5,tiger,tiger
24694,5,tiger,tiger
6998,3,equation,equation
22263,4,ocean,ocean
13150,3,equation,equation
34329,3,equation,equation
34986,7,wrench,wrench
55240,7,wrench,wrench
6686,6,satellite,satellite
50176,1,guitar,guitar
55216,1,guitar,guitar
59098,0,apple,apple
818,6,satellite,satellite
21356,6,satellite,satellite
17514,1,guitar,guitar
46987,6,satellite,satellite
28047,2,mountain,mountain
4799,5,tiger,tiger
45764,3,equation,equation
35230,7,wrench,wrench
1740,2,mountain,mountain
49991,1,guitar,guitar
24784,7,wrench,wrench
44853,3,equation,equation
32283,2,mountain,mountain
36001,9,democracy,democracy
3136,4,ocean,ocean
4099,6,satellite,satellite
26403,4,ocean,ocean
49046,8,nebula,nebula
39852,1,guitar,guitar
40521,2,mountain,mountain
47475,1,guitar,guitar
50975,1,guitar,guitar
52545,4,ocean,ocean
19987,0,apple,apple
9053,7,wrench,wrench
20164,1,guitar,guitar
44647,2,mountain,mountain
30838,1,guitar,guitar
15092,4,equation,equation
1759,8,nebula,nebula
25299,8,nebula,nebula
34195,0,apple,apple
35842,4,ocean,ocean
40978,6,satellite,satellite
35177,5,tiger,tiger
45800,3,equation,equation
40691,0,wrench,wrench
1880,1,guitar,guitar
22280,4,ocean,ocean
11485,5,tiger,tiger
24430,0,apple,apple
54397,8,nebula,nebula
34918,0,apple,apple
41493,6,satellite,satellite
24499,4,ocean,ocean
55328,0,apple,apple
384,1,guitar,guitar
24404,1,guitar,guitar
14593,6,satellite,satellite
5885,4,ocean,ocean
36524,7,wrench,wrench
8839,3,equation,equation
32964,6,satellite,satellite
20958,9,democracy,democracy
41409,8,nebula,nebula
18001,0,apple,apple
3767,2,mountain,mountain
35979,0,apple,apple
53435,3,equation,equation
21545,8,nebula,nebula
44472,2,mountain,mountain
46411,4,ocean,ocean
24616,7,wrench,wrench
32554,9,democracy,democracy
13645,1,guitar,guitar
56311,3,equation,equation
21988,1,guitar,guitar
46708,7,wrench,wrench
2439,1,democracy,democracy
19762,9,democracy,democracy
40611,1,guitar,guitar
3057,4,ocean,ocean
56474,1,guitar,guitar
19446,9,democracy,democracy
31829,9,democracy,democracy
37744,2,mountain,mountain
16069,5,tiger,tiger
25819,7,wrench,wrench
42234,2,mountain,mountain
30064,9,democracy,democracy
49050,9,democracy,democracy
24392,5,tiger,tiger
1423,0,apple,apple
6345,0,apple,apple
6348,4,ocean,ocean
20621,3,equation,equation
9043,1,guitar,guitar
17905,8,nebula,nebula
53775,4,ocean,ocean
52863,3,equation,equation
52240,2,mountain,mountain
36209,3,equation,equation
41763,6,satellite,satellite
3212,0,apple,apple
33983,0,mountain,mountain
22365,9,democracy,democracy
11276,0,apple,apple
41239,5,tiger,tiger
15136,2,mountain,mountain
31197,6,satellite,satellite
5998,7,wrench,wrench
14317,2,mountain,mountain
35861,1,guitar,guitar
52712,5,tiger,tiger
8787,8,nebula,nebula
30626,7,wrench,wrench
31732,7,wrench,wrench
38102,5,tiger,tiger
40622,5,tiger,tiger
36515,5,tiger,tiger
14742,5,tiger,tiger
13442,6,satellite,satellite
25273,9,democracy,democracy
39906,5,tiger,tiger
13324,7,wrench,wrench
6968,0,apple,apple
46019,4,ocean,ocean
8516,3,equation,equation
49218,9,democracy,democracy
24655,0,apple,apple
30378,3,equation,equation
2567,4,ocean,ocean
3772,9,democracy,democracy
32776,6,satellite,satellite
56252,8,nebula,nebula
23744,7,wrench,wrench
31065,8,nebula,nebula
32890,4,ocean,ocean
16739,3,equation,equation
5488,7,wrench,wrench
15186,2,mountain,mountain
48155,9,democracy,democracy
4123,8,nebula,nebula
47597,2,mountain,mountain
5479,8,nebula,nebula
58033,2,mountain,mountain
43886,2,mountain,mountain
38966,4,ocean,ocean
32846,6,satellite,satellite
27963,7,wrench,wrench
16986,6,satellite,satellite
54192,7,wrench,wrench
15040,9,democracy,democracy
27028,6,satellite,satellite
48063,2,mountain,mountain
42718,0,apple,apple
23734,0,apple,apple
50416,2,mountain,mountain
53629,9,democracy,democracy
7792,6,satellite,satellite
45736,0,apple,apple
56458,2,mountain,mountain
17082,7,wrench,wrench
24352,7,wrench,wrench
56715,4,ocean,ocean
37935,0,apple,apple
6289,1,guitar,guitar
49096,6,satellite,satellite
51666,8,nebula,nebula
35983,7,wrench,wrench
29373,7,wrench,wrench
51699,5,tiger,tiger
37823,4,ocean,ocean
27237,6,satellite,satellite
4065,8,nebula,nebula
46794,4,ocean,ocean
36935,8,nebula,nebula
21252,0,apple,apple
1558,3,equation,equation
32313,9,democracy,democracy
22554,6,satellite,satellite
38175,3,equation,equation
33246,0,apple,apple
5121,9,democracy,democracy
57868,3,equation,equation
13206,6,satellite,satellite
16500,4,ocean,ocean
42790,8,nebula,nebula
2358,5,tiger,tiger
50836,6,satellite,satellite
40763,7,wrench,wrench
49053,4,ocean,ocean
6587,5,tiger,tiger
806,3,equation,equation
53961,9,democracy,democracy
57014,9,democracy,democracy
46092,7,wrench,wrench
29301,2,mountain,mountain
34467,3,equation,equation
23943,9,democracy,democracy
18284,1,guitar,guitar
225,5,tiger,tiger
42498,7,wrench,wrench
32816,9,democracy,democracy
25282,0,apple,apple
54416,4,ocean,ocean
53888,7,wrench,wrench
28791,3,equation,equation
46562,7,wrench,wrench
37415,0,apple,apple
48510,7,wrench,wrench
4800,4,ocean,ocean
6824,7,wrench,wrench
20308,6,satellite,satellite
29028,4,ocean,ocean
29228,7,wrench,wrench
26713,9,democracy,democracy
27658,4,ocean,ocean
40305,9,democracy,democracy
46813,1,guitar,guitar
26103,2,mountain,mountain
3080,8,nebula,nebula
14962,3,equation,equation
56299,8,nebula,nebula
5220,9,democracy,democracy
41091,9,democracy,democracy
24685,0,apple,apple
24810,5,tiger,tiger
4389,0,apple,apple
13796,0,apple,apple
38534,1,guitar,guitar
948,7,wrench,wrench
45222,3,equation,equation
42100,8,nebula,nebula
35134,6,satellite,satellite
23335,1,guitar,guitar
21316,3,equation,equation
32929,5,tiger,tiger
30783,6,satellite,satellite
34788,6,satellite,satellite
4005,3,equation,equation
28070,6,satellite,satellite
40715,8,nebula,nebula
53734,1,guitar,guitar
1696,2,mountain,mountain
51844,9,democracy,democracy
52595,3,equation,equation
24909,2,mountain,mountain
20773,2,mountain,mountain
28444,8,nebula,nebula
52798,4,ocean,ocean
6482,2,mountain,mountain
45645,4,ocean,ocean
38509,4,ocean,ocean
37366,8,nebula,nebula
2739,8,nebula,nebula
56506,1,guitar,guitar
14630,5,tiger,tiger
29223,8,nebula,nebula
15432,2,mountain,mountain
3142,8,nebula,nebula
36656,5,tiger,tiger
42812,6,satellite,satellite
1526,9,democracy,democracy
49275,5,tiger,tiger
48998,3,equation,equation
5354,2,mountain,mountain
34882,3,equation,equation
42448,1,guitar,guitar
59146,7,wrench,wrench
37713,1,guitar,guitar
14682,7,wrench,wrench
2579,3,equation,equation
12977,9,democracy,democracy
6731,3,equation,equation
34504,4,ocean,ocean
44149,1,guitar,guitar
51290,9,democracy,democracy
2160,8,nebula,nebula
45109,0,apple,apple
59752,0,apple,apple
23978,9,democracy,democracy
55904,7,wrench,wrench
37438,3,equation,equation
28767,3,equation,equation
45774,2,mountain,mountain
46470,3,equation,equation
22541,6,satellite,satellite
41860,6,satellite,satellite
7768,0,apple,apple
10064,5,tiger,tiger
58901,4,ocean,ocean
28262,4,ocean,ocean
7736,0,apple,apple
10310,7,wrench,wrench
33865,5,tiger,tiger
35422,9,democracy,democracy
42993,7,wrench,wrench
32882,4,ocean,ocean
35724,7,wrench,wrench
33891,9,democracy,democracy
36402,8,nebula,nebula
11675,1,guitar,guitar
44131,9,democracy,democracy
59736,4,ocean,ocean
37574,8,nebula,nebula
58620,5,tiger,tiger
13839,5,tiger,tiger
27445,9,democracy,democracy
29400,2,mountain,mountain
40972,8,nebula,nebula
32016,3,equation,equation
38326,1,guitar,guitar
57763,6,satellite,satellite
13384,2,mountain,mountain
38277,6,satellite,satellite
3947,9,democracy,democracy
42909,1,guitar,guitar
13520,1,guitar,guitar
46445,0,apple,apple
58917,3,equation,equation
18460,1,guitar,guitar
32623,3,equation,equation
44561,6,satellite,satellite
29718,4,ocean,ocean
2774,7,wrench,wrench
30774,3,equation,equation
57561,3,equation,equation
19840,0,apple,apple
56381,8,nebula,nebula
41786,6,satellite,satellite
12066,8,nebula,nebula
5282,3,equation,equation
29131,7,wrench,wrench
52814,7,wrench,wrench
37412,3,equation,equation
47897,9,democracy,democracy
20781,7,wrench,wrench
8488,8,nebula,nebula
32888,1,guitar,guitar
28788,8,nebula,nebula
16820,9,democracy,democracy
43838,7,wrench,wrench
15337,1,guitar,guitar
56121,9,democracy,democracy
31367,2,mountain,mountain
6131,0,apple,apple
13643,0,apple,apple
32572,2,mountain,mountain
20168,8,nebula,nebula
12257,7,wrench,wrench
704,6,satellite,satellite
17785,5,tiger,tiger
15352,6,satellite,satellite
18053,0,apple,apple
5140,7,wrench,wrench
49043,7,wrench,wrench
38195,0,apple,apple
1466,0,apple,apple
21207,0,apple,apple
19792,9,democracy,democracy
31895,1,guitar,guitar
26773,1,guitar,guitar
11443,0,apple,apple
2159,9,democracy,democracy
12072,1,guitar,guitar
9184,6,satellite,satellite
48395,2,mountain,mountain
47053,5,tiger,tiger
36777,9,democracy,democracy
29627,3,equation,equation
2452,4,ocean,ocean
5026,1,guitar,guitar
3801,3,equation,equation
36104,1,guitar,guitar
23423,9,democracy,democracy
4092,0,apple,apple
35321,4,ocean,ocean
21021,9,democracy,democracy
33966,0,apple,apple
9146,2,mountain,mountain
38629,4,ocean,ocean
2212,2,mountain,mountain
56645,7,wrench,wrench
6935,9,democracy,democracy
13480,4,ocean,ocean
49440,6,satellite,satellite
33541,0,apple,apple
55621,7,wrench,wrench
41365,6,satellite,satellite
3065,8,nebula,nebula
20236,7,wrench,wrench
7417,7,wrench,wrench
20583,4,ocean,ocean
8746,2,mountain,mountain
56664,3,equation,equation
51285,5,tiger,tiger
6403,8,nebula,nebula
35827,9,democracy,democracy
5363,2,mountain,mountain
505,9,democracy,democracy
3357,7,wrench,wrench
13202,9,ocean,ocean
22083,9,democracy,democracy
11520,6,satellite,satellite
45078,7,wrench,wrench
53986,9,democracy,democracy
21311,0,apple,apple
24858,5,tiger,tiger
8474,9,democracy,democracy
16535,2,mountain,mountain
50930,7,wrench,wrench
56761,1,guitar,guitar
15990,8,nebula,nebula
2498,8,nebula,nebula
50205,5,tiger,tiger
36468,5,tiger,tiger
38278,0,apple,apple
48909,9,democracy,democracy
53305,7,wrench,wrench
17957,0,apple,apple
23513,7,wrench,wrench
677,0,apple,apple
1547,0,apple,apple
17910,0,apple,apple
24425,5,tiger,tiger
22474,8,nebula,nebula
14704,7,wrench,wrench
39557,4,ocean,ocean
28481,1,guitar,guitar
52918,4,ocean,ocean
8635,0,apple,apple
13700,6,satellite,satellite
55525,2,mountain,mountain
11333,3,equation,equation
17671,2,mountain,mountain
39273,2,mountain,mountain
52472,7,wrench,wrench
24372,2,mountain,mountain
19582,8,nebula,nebula
8816,3,equation,equation
16473,0,apple,apple
39941,6,satellite,satellite
54678,1,guitar,guitar
53801,0,apple,apple
30824,3,equation,equation
19647,7,wrench,wrench
30186,3,equation,equation
25964,5,tiger,tiger
24416,7,wrench,wrench
59040,8,nebula,nebula
25063,1,guitar,guitar
18452,0,apple,apple
8507,8,nebula,nebula
30526,5,tiger,tiger
42191,7,wrench,wrench
9477,1,guitar,guitar
395,6,satellite,satellite
39699,2,mountain,mountain
50094,4,ocean,ocean
14400,4,ocean,ocean
324,8,nebula,nebula
45380,9,democracy,democracy
32109,6,satellite,satellite
10658,7,wrench,wrench
18029,0,apple,apple
13329,9,democracy,democracy
6198,0,apple,apple
24066,7,wrench,wrench
57178,7,wrench,wrench
28687,3,equation,equation
32182,5,tiger,tiger
26224,0,apple,apple
18369,2,mountain,mountain
6786,5,tiger,tiger
50465,4,ocean,ocean
8650,9,democracy,democracy
14376,7,wrench,wrench
35630,1,guitar,guitar
38136,1,guitar,guitar
1247,9,democracy,democracy
38158,3,equation,equation
27854,7,wrench,wrench
49509,7,wrench,wrench
46910,6,satellite,satellite
36658,8,nebula,nebula
11071,7,wrench,wrench
17017,1,guitar,guitar
6530,5,tiger,tiger
7798,0,apple,apple
2190,5,tiger,tiger
29622,3,equation,equation
9108,3,equation,equation
12564,1,guitar,guitar
26831,1,guitar,guitar
19242,5,tiger,tiger
391,1,guitar,guitar
41709,4,ocean,ocean
8139,6,satellite,satellite
1930,2,mountain,mountain
8007,3,equation,equation
42009,5,tiger,tiger
51478,7,wrench,wrench
28180,3,equation,equation
15951,2,mountain,mountain
14169,6,satellite,satellite
28943,6,satellite,satellite
33482,9,democracy,democracy
13516,3,equation,equation
53352,0,apple,apple
55153,8,nebula,nebula
51695,0,apple,apple
47997,7,wrench,wrench
14,2,mountain,mountain
8896,4,ocean,ocean
10554,4,ocean,ocean
33402,9,democracy,democracy
33868,7,wrench,wrench
23108,2,mountain,mountain
35526,9,democracy,democracy
1624,6,satellite,satellite
42387,1,guitar,guitar
36850,0,apple,apple
15108,9,democracy,democracy
9450,6,satellite,satellite
45450,2,mountain,mountain
42892,1,guitar,guitar
51550,9,democracy,democracy
43099,7,wrench,wrench
50547,8,nebula,nebula
54637,4,ocean,ocean
46754,9,democracy,democracy
28061,3,equation,equation
59957,0,apple,apple
25772,7,wrench,wrench
46174,9,democracy,democracy
35329,4,ocean,ocean
39981,8,nebula,nebula
58504,9,democracy,democracy
52062,5,tiger,tiger
45904,5,tiger,tiger
51148,3,equation,equation
5790,6,satellite,satellite
49301,6,satellite,satellite
54909,6,satellite,satellite
30819,4,ocean,ocean
50018,8,nebula,nebula
6474,4,ocean,ocean
37546,7,wrench,wrench
37038,7,wrench,wrench
33384,6,satellite,satellite
56582,0,apple,apple
47366,1,guitar,guitar
12554,1,guitar,guitar
51220,7,wrench,wrench
22574,0,apple,apple
33908,0,apple,apple
33392,5,tiger,tiger
52984,2,mountain,mountain
10377,7,wrench,wrench
16568,9,democracy,democracy
32080,2,mountain,mountain
50237,5,tiger,tiger
28766,6,mountain,mountain
14285,2,mountain,mountain
21097,3,equation,equation
53315,3,equation,equation
5888,1,guitar,guitar
11500,7,wrench,wrench
36733,1,guitar,guitar
38209,7,wrench,wrench
18394,5,tiger,tiger
57191,0,apple,apple
41504,8,nebula,nebula
29640,6,satellite,satellite
43329,1,guitar,guitar
4023,8,nebula,nebula
40052,3,equation,equation
49400,9,democracy,democracy
41163,2,mountain,mountain
55484,5,tiger,tiger
38875,0,apple,apple
12392,4,ocean,ocean
7714,2,mountain,mountain
15397,3,equation,equation
40097,4,ocean,ocean
29276,1,guitar,guitar
23438,8,nebula,nebula
22527,4,ocean,ocean
55000,1,guitar,guitar
54918,9,satellite,satellite
3193,0,apple,apple
59880,3,equation,equation
52363,4,ocean,ocean
48589,6,satellite,satellite
2118,3,equation,equation
20309,0,apple,apple
50007,4,ocean,ocean
19890,1,guitar,guitar
574,3,equation,equation
52587,3,equation,equation
31495,5,tiger,tiger
18672,5,tiger,tiger
5733,5,tiger,tiger
5020,5,tiger,tiger
35486,5,tiger,tiger
27125,6,satellite,satellite
57493,1,guitar,guitar
43237,2,mountain,mountain
51405,5,tiger,tiger
36778,6,satellite,satellite
9085,2,mountain,mountain
2595,9,democracy,democracy
12710,7,wrench,wrench
55464,5,tiger,tiger
45043,7,wrench,wrench
24380,6,satellite,satellite
14410,1,guitar,guitar
28599,8,nebula,nebula
58960,9,democracy,democracy
51711,4,ocean,ocean
17719,5,tiger,tiger
52017,7,wrench,wrench
37682,8,nebula,nebula
23844,0,apple,apple
42776,6,satellite,satellite
46569,2,mountain,mountain
59900,6,satellite,satellite
19866,3,equation,equation
8781,4,ocean,ocean
14988,8,nebula,nebula
56194,2,mountain,mountain
29506,2,mountain,mountain
53895,2,mountain,mountain
3955,0,apple,apple
26555,3,equation,equation
49049,8,nebula,nebula
25051,1,guitar,guitar
23195,1,guitar,guitar
23055,7,wrench,wrench
56093,3,equation,equation
59050,4,ocean,ocean
22763,2,mountain,mountain
23819,7,wrench,wrench
47116,3,democracy,democracy
56911,6,satellite,satellite
59404,6,satellite,satellite
55073,0,apple,apple
55169,5,tiger,tiger
7953,8,nebula,nebula
19693,4,ocean,ocean
7211,9,democracy,democracy
13588,2,mountain,mountain
25348,2,mountain,mountain
36649,1,guitar,guitar
25201,7,wrench,wrench
32771,2,mountain,mountain
12868,2,mountain,mountain
7082,6,satellite,satellite
25279,0,apple,apple
20799,0,apple,apple
56818,1,guitar,guitar
48967,4,ocean,ocean
15851,7,wrench,wrench
18407,7,wrench,wrench
43472,4,ocean,ocean
38626,2,mountain,mountain
45688,6,satellite,satellite
22675,4,ocean,ocean
36451,5,tiger,tiger
14063,7,wrench,wrench
46264,8,nebula,nebula
18177,8,nebula,nebula
26327,4,ocean,ocean
34520,1,guitar,guitar
30826,6,satellite,satellite
2230,4,ocean,ocean
38854,3,equation,equation
50222,7,wrench,wrench
19931,1,guitar,guitar
25407,1,guitar,guitar
24602,2,mountain,mountain
45071,3,equation,equation
4558,0,apple,apple
53718,6,satellite,satellite
10023,9,democracy,democracy
18553,6,satellite,satellite
28857,2,mountain,mountain
22334,4,ocean,ocean
28551,4,ocean,ocean
16102,4,ocean,ocean
24246,9,democracy,democracy
28878,6,satellite,satellite
17256,8,nebula,nebula
42042,1,guitar,guitar
49759,1,guitar,guitar
50522,1,guitar,guitar
27548,6,satellite,satellite
5246,3,equation,equation
33306,9,democracy,democracy
30131,9,democracy,democracy
26449,5,tiger,tiger
5927,6,satellite,satellite
841,3,equation,equation
11971,0,apple,apple
40949,4,ocean,ocean
10755,9,democracy,democracy
58240,2,mountain,mountain
40285,9,democracy,democracy
12620,3,equation,equation
14473,2,mountain,mountain
55810,8,nebula,nebula
37220,9,democracy,democracy
18845,9,democracy,democracy
54080,2,mountain,mountain
11035,6,satellite,satellite
45741,3,equation,equation
59084,7,wrench,wrench
5649,1,guitar,guitar
7732,2,mountain,mountain
27166,9,democracy,democracy
51158,4,ocean,ocean
19514,7,wrench,wrench
57359,6,satellite,satellite
35206,6,satellite,satellite
41679,7,wrench,wrench
14308,2,mountain,mountain
21551,8,nebula,nebula
52657,9,democracy,democracy
3726,0,apple,apple
30163,4,ocean,ocean
22652,2,mountain,mountain
51179,3,equation,equation
35669,4,ocean,ocean
14443,5,tiger,tiger
8178,3,equation,equation
33856,0,apple,apple
435,1,guitar,guitar
31151,4,ocean,ocean
48853,1,guitar,guitar
41645,3,equation,equation
35346,1,guitar,guitar
53259,3,equation,equation
16782,0,apple,apple
26758,0,apple,apple
35029,5,tiger,tiger
46952,4,ocean,ocean
32700,0,apple,apple
25550,3,equation,equation
39497,3,equation,equation
10347,1,guitar,guitar
39171,8,nebula,nebula
22643,8,nebula,nebula
21339,5,tiger,tiger
6215,3,equation,equation
44621,7,wrench,wrench
37541,4,ocean,ocean
34800,0,apple,apple
54887,6,satellite,satellite
47746,0,apple,apple
50838,6,satellite,satellite
29092,9,democracy,democracy
58180,1,guitar,guitar
16766,0,apple,apple
37921,7,wrench,wrench
40621,8,nebula,nebula
26509,4,ocean,ocean
12990,6,satellite,satellite
421,8,nebula,nebula
24253,3,equation,equation
72,3,equation,equation
39143,7,wrench,wrench
45877,1,guitar,guitar
16154,9,democracy,democracy
32308,2,mountain,mountain
8218,0,apple,apple
29963,8,nebula,nebula
52967,1,guitar,guitar
43930,7,wrench,wrench
7548,9,democracy,democracy
3479,3,equation,equation
46613,0,apple,apple
19788,7,wrench,wrench
53991,1,guitar,guitar
29232,5,tiger,tiger
24511,4,ocean,ocean
39769,0,apple,apple
26742,6,satellite,satellite
7776,2,mountain,mountain
59503,3,equation,equation
44779,2,mountain,mountain
9886,0,apple,apple
15560,0,apple,apple
37108,3,equation,equation
26051,0,apple,apple
32741,2,mountain,mountain
24695,9,democracy,democracy
32960,6,satellite,satellite
48530,9,democracy,democracy
7569,8,nebula,nebula
13248,8,nebula,nebula
34487,3,equation,equation
14300,4,ocean,ocean
48681,4,ocean,ocean
27667,9,democracy,democracy
10265,3,equation,equation
2815,2,mountain,mountain
4236,4,ocean,ocean
58558,9,democracy,democracy
5952,2,mountain,mountain
22774,4,ocean,ocean
45492,7,wrench,wrench
51245,6,satellite,satellite
55446,5,tiger,tiger
14939,0,apple,apple
51662,8,nebula,nebula
43827,2,mountain,mountain
2882,1,guitar,guitar
52666,6,satellite,satellite
37653,6,satellite,satellite
43563,3,equation,equation
33722,2,mountain,mountain
44705,0,apple,apple
27361,4,ocean,ocean
53899,4,ocean,ocean
5578,1,guitar,guitar
52129,0,apple,apple
29216,0,apple,apple
54329,3,equation,equation
2987,1,guitar,guitar
56549,7,wrench,wrench
32446,2,mountain,mountain
53470,1,guitar,guitar
34410,1,guitar,guitar
879,3,equation,equation
47689,1,guitar,guitar
14856,9,democracy,democracy
53181,0,apple,apple
43551,8,nebula,nebula
57422,7,wrench,wrench
23228,4,ocean,ocean
23436,6,satellite,satellite
28838,0,apple,apple
57498,6,satellite,satellite
36459,4,ocean,ocean
40169,4,ocean,ocean
37505,3,equation,equation
26307,0,apple,apple
39564,0,apple,apple
41226,2,mountain,mountain
33160,0,apple,apple
35453,3,equation,equation
24009,0,apple,apple
12148,4,ocean,ocean
6657,8,nebula,nebula
43313,4,ocean,ocean
24704,0,apple,apple
26933,1,guitar,guitar
25244,6,satellite,satellite
52640,3,equation,equation
37450,6,satellite,satellite
2959,5,tiger,tiger
33309,7,wrench,wrench
51308,5,tiger,tiger
55133,0,apple,apple
59482,1,guitar,guitar
55649,1,guitar,guitar
31316,0,apple,apple
58874,4,ocean,ocean
9738,7,wrench,wrench
3556,4,ocean,ocean
21838,5,tiger,tiger
49948,9,democracy,democracy
43319,3,equation,equation
54428,5,tiger,tiger
3582,8,nebula,nebula
6174,0,apple,apple
26602,5,tiger,tiger
57255,1,guitar,guitar
37391,2,mountain,mountain
18926,3,equation,equation
54011,7,wrench,wrench
59262,2,mountain,mountain
20877,8,nebula,nebula
51353,0,apple,apple
20230,0,apple,apple
53628,1,guitar,guitar
30440,5,tiger,tiger
47041,0,apple,apple
22894,4,ocean,ocean
16374,8,nebula,nebula
10153,3,equation,equation
24982,2,mountain,mountain
18858,4,ocean,ocean
18153,9,democracy,democracy
48507,5,tiger,tiger
37090,8,nebula,nebula
57039,2,mountain,mountain
11431,6,satellite,satellite
1891,7,wrench,wrench
51030,3,equation,equation
9487,1,guitar,guitar
58326,7,wrench,wrench
15019,1,guitar,guitar
44043,5,tiger,tiger
50600,5,tiger,tiger
44939,2,mountain,mountain
22311,5,tiger,tiger
37136,4,ocean,ocean
10921,1,guitar,guitar
74,3,equation,equation
25585,0,apple,apple
37207,4,ocean,ocean
4487,1,guitar,guitar
7119,4,ocean,ocean
54799,4,ocean,ocean
28781,3,equation,equation
11747,7,wrench,wrench
12441,3,equation,equation
8995,2,mountain,mountain
20687,3,equation,equation
24886,4,ocean,ocean
53142,8,nebula,nebula
17612,6,satellite,satellite
53759,8,nebula,nebula
22101,6,satellite,satellite
50158,7,wrench,wrench
38323,9,democracy,democracy
14537,0,apple,apple
4722,1,guitar,guitar
3055,5,tiger,tiger
17088,6,satellite,satellite
49122,0,apple,apple
53636,9,democracy,democracy
49996,5,tiger,tiger
53061,4,ocean,ocean
44489,2,mountain,mountain
38653,0,apple,apple
50538,1,guitar,guitar
24867,3,equation,equation
34750,2,mountain,mountain
23434,3,equation,equation
7835,9,democracy,democracy
13665,4,ocean,ocean
16690,5,tiger,tiger
38916,5,tiger,tiger
18971,1,guitar,guitar
15922,9,democracy,democracy
31624,0,apple,apple
42315,7,wrench,wrench
46581,1,guitar,guitar
36845,6,ocean,ocean
26687,0,apple,apple
54726,1,guitar,guitar
8837,1,guitar,guitar
12214,9,democracy,democracy
40277,0,apple,apple
7766,3,equation,equation
23508,1,guitar,guitar
8712,8,nebula,nebula
48961,7,wrench,wrench
20397,6,satellite,satellite
9587,6,satellite,satellite
16055,5,tiger,tiger
31643,8,nebula,nebula
22375,7,wrench,wrench
24781,8,nebula,nebula
2130,7,wrench,wrench
43877,9,democracy,democracy
58486,0,apple,apple
46621,9,democracy,democracy
29919,9,democracy,democracy
53788,3,equation,equation
26914,9,democracy,democracy
37766,4,ocean,ocean
41028,6,satellite,satellite
46029,1,guitar,guitar
30781,4,ocean,ocean
46760,8,nebula,nebula
41007,8,nebula,nebula
40517,2,mountain,mountain
50030,9,democracy,democracy
27180,4,ocean,ocean
11820,6,satellite,satellite
22796,0,apple,apple
22705,6,satellite,satellite
20076,2,mountain,mountain
32327,8,nebula,nebula
28327,2,mountain,mountain
51454,4,ocean,ocean
23947,9,democracy,democracy
12494,3,equation,equation
15368,6,satellite,satellite
44893,1,guitar,guitar
7142,1,guitar,guitar
25673,5,tiger,tiger
27798,5,tiger,tiger
44643,1,guitar,guitar
12403,6,satellite,satellite
24022,8,nebula,nebula
13896,8,nebula,nebula
26865,8,nebula,nebula
31552,6,satellite,satellite
48462,2,mountain,mountain
47410,3,equation,equation
9419,7,wrench,wrench
25695,0,apple,apple
27282,2,mountain,mountain
57429,2,mountain,mountain
11063,5,tiger,tiger
39071,5,tiger,tiger
