index,target,tags
19040,28,lamp | candle holder | chalice | cup | table | footstall | gold | wine glass
8897,80,animal | man
21587,94,armchair | bedroom | bookshelf | lamp | ceiling | chair | living room | pillow | room | stool
19034,78,animal | black | blue | curl | floor | grass | green | python | snake | tire | toy | tube
3193,3,animal | baby elephant | elephant | floor | stand
6412,96,green | lake | lush | park | park bench | pond | tree
11460,87,appliance | bureau | cabinet | closet | drawer | home appliance | room | shelf | white
17462,38,animal | dog | floor | sand | stand | stool
3439,34,animal | brown | cage | floor | paw | pet | stare
42049,34,animal | corgi | fox | red | selfie | shiba inu | smile | stare
554,69,cloudy | fly | pole | rocket | skier | sky | street sign
38083,31,animal | dirt track | floor | lay | lemur | paw | stone | white
40759,75,animal | black | building | enclosure | stand | walk
704,96,lake | park | pond | tree | water
38998,1,animal | blowfish | blue | fish | swim | tie | wear
19145,54,cross | doll | dress | dress shirt | green | man | shirt | tie | wear | yellow
10112,41,car | grass | green | lawn | mower | park | swing | toy | toy car
12402,10,lamp | toy | tube | yellow
14905,88,animal | brown | dog | paw | pet
26316,5,bed | bedroom | pillow | room
49129,18,baseball glove | toilet paper | blade | chair | pad | floor | green | paper towel | pillow | sandal | stool
46402,9,alcohol | beer | beer bottle | beverage | bottle | condiment | liquor | liquid | soda | yellow
41930,50,chair | floor | stool | woman
21511,91,blue | building | sky | spire
25132,83,bell pepper | green | halloween pumpkin | orange | pepper | pumpkin | stem
17736,57,apple | table | fruit | green | lemon | orange | pear | surface | white | yellow
42643,65,animal | black | bull | cow | floor | head | nose | pet | stand | stare | white
33564,19,animal | brown | bull | cattle | cow | head | nose | sky | stand | stare | white
24729,71,animal | beach | black | ledge | sea | sand | sky | stand
49414,85,car | drive | tank | vehicle
25238,69,launch | lift | missile | mission | rocket | satellite | sky | space shuttle | spacecraft
33054,84,chair | table | dinning table | kitchen table | room | stool | white
25815,50,animal | black | floor | gray | lay | mouse | paw | pet | rodent
39592,16,beer can | beverage | can | coke | drink | red | soda
21332,49,animal | cloud | grass | green | lush | night | sky | volcano
40593,99,man | sign | street sign
8070,82,field | flower | sunflower | sunflower field | yellow
20018,23,cloudy | sky | street sign
20353,76,building | city | city park | city skyline | city view | park | skateboarder | sky | tree | urban
25835,85,army | army tank | camouflage | equipment | tank
35977,17,building | car | water tank | green | tank | water tower
14492,79,animal | branch | swing | swinge | tree
43558,50,car mirror | dog | floor | lay | pet | rearview mirror | selfie | view mirror
25878,80,animal | figurine | floor | miniature | nut | paw | pet | squirrel | stand | tail | toy
29006,67,blue | clear | diver | goggles | sea | pool | snorkel | stingray | swim | swimmer | underwater | water
44554,72,animal | bull | car window | enclosure | nose | out | paw | stare | white
19695,54,flower | orchid | petal | plant | stem | white
20287,47,fall | green | lush | park | red | tree
26549,8,man | tennis racket | yellow
1610,49,building | sea | sky
20739,68,road | sky | stop sign
38155,2,boy | brush | catch | child | food | mouth | selfie | toy
34492,29,animal | elephant | image | walk
41671,53,citrus fruit | table | fruit | grapefruit | orange | peel | surface | tangerine
47501,31,elephant | enclosure | ride | stand | tree | walk | wood
46093,59,car window | image | pole | skateboarder | street sign | tree
23850,44,blanket | doodle | floor | writing
48233,30,concert | ghost | instrument | man | perform | sing | wear
19197,18,brush | table | floor | green | lay | pen | pencil | tool | toothpaste
17196,3,animal | bear | brown | brown bear | stand | walk
30798,1,aquarium | blue | fish | fishbowl | goldfish | tank | swim | yellow
25860,43,animal | lion | stare
30694,31,animal | baby elephant | brush | dirt field | dry | elephant | field | grass | grassland | plain | savanna | stand | tusk | walk
43642,40,brass | lamp | table | table lamp | light | lamp shade | light fixture | oil lamp | wall lamp
46639,49,field | green | lush | mountain | sky
18735,81,building | cable car | cart | trolley
33451,87,attach | car mirror | table | floor | rearview mirror | view mirror
9571,5,bed | bedroom | blue | lamp | chair | furniture | nightstand | pillow | room | stool
43668,7,yellow
44230,71,boat | building | cloudy | sea | sky | water
7620,45,carrot | citrus fruit | display | fruit | orange | package | produce | tangerine
18278,79,chair | green | stool
8770,35,child | table | girl | jaw | sit
9859,15,animal | brown | dog | floor | paw | stand
35817,8,building | person | man | skate park | skateboarder | skater | stool
5017,64,animal | cage | cat | dog house | enclosure | floor | food | pet | stand | walk | white
43168,29,animal | figurine | grasshopper | green
31328,1,balance | bend | floor | handstand | person | man | perform | skateboarder | squat | stretch | stunt | trick | woman
16821,66,animal | food
17302,94,doorway | room
6496,57,bathroom sink | figurine | floor | snail | tea pot | toy | white
23833,95,animal | chair | iceberg | stand
24499,34,animal | brown | corgi | food | fox | paw | pet | stare
40468,56,blue | clear | palm tree | pole | sky | tree | wind
32432,91,animal | floor | lay | white
5640,8,table | dinning table | floor | glass table | pillow
26363,72,animal | brown | bull | floor | lay | open | paw | pet
32980,99,bathroom | crack | floor | tile wall
31999,1,blue | street sign | subway | train | yellow
3152,7,grass | green | lush | school bus | sky | yellow
31807,26,animal | blue | goggles | sky
38388,75,animal | car | car window | catch | hand | person | man | out | pet | selfie | take | windshield
32570,21,animal | ape | car window | chimpanzee | monkey | neckband | selfie | tie
43682,59,green | lush | park bench | tree
3157,68,car | car window | cloud | cloudy | crack | selfie | sky | street sign
34597,41,lawn | man | mower | red | toy car
28954,3,animal | black | stand
9236,0,apple | catch | close-up | table | hand | fruit | red
19432,7,beer bottle | bottle | floor | green | stone | wine bottle
47954,7,green | man
5427,52,field | grass | grassland | grassy | green | lush | open | pasture | sky | stand | tree
28861,75,animal | bull | calf | cow | floor | grass | hay | milk | stand | white
31906,31,animal | brush | elephant | field | grass | grassy | graze | green | habitat | lush | rhinoceros | stand | tree | vegetation | walk | wild
39411,30,animal | aquarium | man | otter | sea lion | seal | stare | tank | swim | underwater | water | woman
37775,54,bloom | cherry blossom | close-up | flower | lilac | petal | pink | white
46567,14,black | break | butterfly | butterfly house | green | insect | lush | plant | sit | tree
23999,46,exhaust hood | food | home appliance | man | oven | red | shirt | stand | stool | woman
2345,5,bed | bedroom | lamp | nightstand | pillow | room | wall lamp
24098,79,ballerina | ballet skirt | doll | dress | flower girl | girl | selfie | stand | white | woman
22563,5,bed | bed frame | bedroom | canopy | canopy bed | infant bed | headboard | pillow | twin | white
41542,4,blanket | dog | floor | person | man | snow | stand | stare
35641,4,animal | baby elephant | floor | grass | ram | stand
5305,77,animal | bush | green | greenery | hide | lush | plant | snail | tree | vegetation | weed
46272,99,scissors | strap | tool
21745,94,closet | doorway | room | selfie
21365,32,animal | black | brown | cat | floor | reflection | sky
14995,37,building | chimney | pillar | home | house | house exterior | white | white house
26174,41,blue | car | floor | grass | green | lawn | man | miniature | mower | toy | toy car
36784,10,lens | silver | wedding ring | white
5971,58,camper | car | car show | park | pick up | tow truck | trailer | trailer truck | truck
19925,8,bottle | floor | room | stool | vacuum | white | wood floor
35554,47,night | sky | tree
21900,16,spray can | alcohol | beer | beer can | beverage | bottle | can | table | liquid | soda | tin | tube
14153,61,blue | plate | flower | paper plate | saucer | white
40745,76,pillow | white
16729,57,daikon | fruit | hang | onion | peach | pink | plum | stem | string
39630,29,animal | man | sea | plain | sculpture | sky | stretch | swing
5893,43,animal | face | selfie
33345,50,animal | brown | goggles | grass | hide | paw | stare | wear
39944,73,animal | aquarium | blue | polar bear | sea | sky | stare | tank | swim | underwater | white
24964,32,animal | brown | close-up | trumpet | head | lamb | nose | ram
20663,36,animal | cat | ledge | toy | yellow
27567,13,building | bus | bus station | bus stop | city bus | park | school bus | yellow
28477,71,calm | cloudy | fly | horizon | man | sea | sky | water
11896,20,armchair | beach chair | chair | daybed | folding chair | rocking chair
33371,29,animal | dinosaur | floor | mammal | snow
21453,72,animal | curtain | floor | pillow | tea pot | white
33289,17,building | city | city skyline | glass building | office building | sky
16694,23,blue | blue sky | cloud | cloudy | sea | sky | street sign
44100,26,chair | daybed | floor | pillow
48260,21,animal | ape | car window | chimpanzee | monkey | stare
18755,87,cabinet | home appliance | plant | radio | room
3864,30,animal | aquarium | blue | dolphin | sea | seal | tank | swim | water | whale | white
44007,30,animal | aquarium | bear | bear cub | black | brown bear | enclosure | stand | zoo
22963,98,alcohol | blue | dress | girl | man | selfie | stand | stare | wear | wine glass | woman
28056,85,army | army tank | battleship | boat | car | tank | train track | turret | vehicle
23843,51,animal | cat | floor | food | log | paw | yellow
6453,19,animal | brown | dog | floor | stand | walk
6844,10,container | green | lid | liquid | pot | saucer | tea pot | teacup | white
34853,51,catch | hand | fruit | lemon | orange | peach
39487,69,plane | fighter jet | fly | jet | missile | rocket | sky | spire | traffic cone
20488,66,animal | face | floor | raccoon | stare
10662,22,clock | dial | display | gold | wall clock
19062,63,animal | cat | container | plate | floor | food | paper plate
20370,6,ant | bee | bug | close-up | flower | insect | nectar | pollen | wasp | yellow
11462,38,animal | brown | dog | floor | leash | paw | stand | stare
7132,64,animal | cage | enclosure | guinea pig | hamster | panda | pet | wear
38562,49,boat | building | sea | skier | sky | snow | winter
16606,8,bicycle | cabinet | home appliance | room | stool | tool
29011,51,bookshelf | floor | forest floor | fungi | grow | mushroom | white
49079,43,animal | black | brown | chase | dog | grass | lush | stand | walk
12231,8,bicycle
19168,92,flower | glass vase | pink | purple | stem | tulip | vase | violet
9065,26,animal | man | muscle
41219,18,blade | bug | butterfly | caterpillar | leaf | green | insect | larva | lush | plant | stem | worm
48967,5,bed | bedcover | bedroom | bunk bed | canopy | canopy bed | pillar | floor | pillow | pink | purple | red | room
49547,2,baby | boy | child | diaper | play | shirtless | stand | toy
40852,94,glass door | night view | room
31312,98,arm | cross | pose | shirt | stand | wear | white | woman
48110,15,animal | brown | car window | dog | lick | nose | out | pet | stand | stare
5340,39,computer | keyboard | table | key | mouse | office supply | sit
26874,6,
23393,7,ant | beetle | bug | close-up | roach | floor | insect | mosquito | pest
9659,42,animal | pole | sculpture | sky | street sign | tree
19767,23,blue | cloud | cloudy | fly | kite | sky
21809,17,building | palace | sky
21413,95,animal | fin | grampus | humpback whale | iceberg | sea | penguin | pod | seal | swim | water | wetsuit | whale
4715,93,animal | floor | parrot | pet | pillow | stool | toy
44392,61,coffee cup | cup | table | plate | mug | saucer | teacup
20675,52,park | park bench | tree
5748,91,blue | fish | flower | grass | hide
46890,28,alcohol | backdrop | chalice | cloth | cup | table | wine | red | tablecloth | wine glass
16459,74,animal | bear cub | brown | brown bear | grass | green | lush | squirrel
24154,4,animal | brown | cage | hamster | hide | mouse | rodent
28860,59,blue | football field | sky | tree
15979,16,alcohol | beer bottle | beverage | bottle | can | table | liquid | mustard | olive oil | shampoo | soda | spray | tube | yellow
5980,43,animal | grass | lion | lush | stand | stare
900,11,blue | boy | child | close-up | eye | face | laugh | make | selfie | shirt | smile
45971,44,animal | cage | chameleon | gecko | image | lizard | pet | photo | reptile | rodent
1122,84,chair | table | doll | room | stool | toy
37221,67,animal | food | stone
26908,93,animal | aquarium | fish | green | sea | sea turtle | tank | swim | turtle | underwater
45565,76,building | car | office building | park | tower | sky
7565,92,flower | pink | poppy | red | stem
38863,9,alcohol | beverage | bottle | liquor | table | liquid | vodka | whiskey | white | wine bottle
8068,31,animal | baby elephant | elephant | enclosure | stand | tree | walk
22244,30,animal | dolphin | grampus | marine | sea | pod | sea lion | seal | tank | swim | underwater | water | whale
23171,81,building | bus | bus stop | city bus | decker bus | photo | school bus | street scene | trolley | white
4479,45,carrot | catch | condiment | plate | food | fruit | paper plate | pepper | platter | tomato sauce
28465,31,bend | pad | floor | person | man | mat | skateboarder | swimmer | wetsuit | wrestle | wrestler
10557,48,car | dirt bike | man | motorbike | motorcycle | motorcyclist | toy
42238,41,mower | tool | yellow
33744,49,building | cloud | cloudy | sky
46118,99,purple | woman
23210,59,pole | sky | stop light | traffic light | street sign | tree
49403,17,building | tower | water feature
39323,13,bus | bus stop | city bus | curb | park | rain | road | wet
31526,3,bat | black | cloudy | profile | jump | skate | man | skateboarder | skater | sky | trick
28566,36,animal | cage | guinea pig | hamster | hide | mouse | pet | pillow | rodent
20815,76,building | office building | sky
3625,62,flower | grass | green | lush | petal | plant | stem | yellow
29269,30,animal | dolphin | grampus | sea | penguin | pod | seal | swim | swimmer | water | wetsuit | whale
36044,5,bunk bed | chair | table | floor | room | stool | yellow
15770,20,armchair | brown | chair | daybed | red | room | swivel chair
45233,8,car | person | man | ride | skate park | skateboarder | trick
48937,19,animal | brown | buffalo | bull | calf | cattle | trumpet | cow | field | grass | grassy | green | lush | pasture | stand | stare
36521,99,pink | red
7348,78,animal | cereal | close-up | dog food | food | grain | topping
19319,89,construction site | crane | equipment | forklift | road | tow truck | trailer truck | truck | yellow
2463,72,animal | bear | bear cub | blanket | cub | floor | fur | ice | polar bear | lay | seal | snow
34390,27,animal | car | car window | dog | leash | out | stare | window
20509,2,baby | bed | birth | blanket | infant bed | diaper | doll | lay | newborn | pillow | pink | sleep
29384,46,business suit | cocktail dress | dress | man | room | stand | woman
14771,60,car window | field | grass | open | pole | sky | view mirror | wheat field
26193,65,animal | cat | floor | hardwood floor | lay | paw | pet | pillow | pink | stare | toy | white | wood floor
10142,99,
34923,78,animal | knot | stone
17316,45,car | table | glass table | miniature | model car | red | toy | toy car
10139,29,animal | elephant | rhinoceros | sculpture
38473,63,animal | brown | cage | dog house | enclosure | stand
40773,16,spray can | bottle | can | cylinder | liquid | silver
11529,21,figurine | sculpture | toy
22250,68,car | drive | road | rural | sky | stop sign
36440,85,black | blanket | car | park | photo | snow | white
39643,29,catch | red | umbrella | wear | woman
49132,80,animal | bird feeder | gray | nut | squirrel | tail | tree
3110,22,attach | bathroom | bathroom accessory | toilet paper | lid | restroom | toilet seat | urinal | white
45147,82,clear | fill | flower | glass vase | stem | sunflower | vase | yellow
5001,8,car | image | trailer truck
12505,32,animal | clock | bird | fish | wall clock
38990,6,bird | flower | parrot | tree
24408,93,animal | sea turtle | swim | tortoise | turtle
15985,9,alcohol | beer bottle | blue | bottle | liquor | liquid | pen | wine bottle
48710,12,car | construction site | crane | excavator | dozer | equipment | lift | load | trailer truck | job
39284,26,beetle | black | bug | insect | spider | tick | web
46290,19,animal | brown | bull | cow | floor | leash | pet | stand | walk
42730,36,animal | food | hamster | paw | pet | rodent | stool
25023,24,bug | feather | floor | fly | insect | white
48026,58,car | miniature | model car | pick up | red | shop window | toy | toy car
38194,47,park bench | tree | yellow
19405,61,white
44804,68,car | car window | highway | road | rural | sky
19018,79,cone | construction worker | man | pine | sky | tree | wear | yellow
48319,58,car | garage | park | pick up | truck | warehouse | white
37036,41,ladder | man | mower | tool | yellow
17455,82,daisy | table | fill | floor | flower | glass vase | plant | pot | stem | sunflower | vase | wood floor | yellow
2518,6,bee | close-up | flower | green | insect | nectar | petal | pollen | poppy | yellow
43905,79,bird | catch | crack | pigeon | racket | tennis racket
42948,1,animal | blue | figurine | flower | goldfish | orange | toy | yellow
10013,40,blue | lamp | dark | table lamp | light | illuminate | lamp shade | room | wall lamp
10006,51,bird | cage | enclosure | flamingo | floor | pink | stand | stool | tree
4384,18,blade | branch | bug | caterpillar | evergreen | green | insect | lush | needle | pine | plant | snail | spruce | stem | tree | yellow
41055,47,green | lush | sky | tree
34903,48,car | motorcycle | race car | toy | toy car | yellow
39512,6,lamp | sculpture | stool
21588,16,alcohol | beer | beer can | beverage | bottle | can | table | food | man | soda
17970,9,alcohol | beer | beer bottle | beverage | bottle | liquor | liquid | whiskey | wine bottle
30500,26,animal | blade | doll | figurine | gecko | green | man | puppet | night | plant | toy | yellow
17752,12,blanket | snowstorm | rail | railroad | snow | snowy | track | train | train track | winter
33390,91,tree
34466,28,dark | illuminate | meter | parking meter | pole | wine glass
929,98,blouse | business woman | catch | dress | dress shirt | hand | jaw | phone | shirt | stand | talk | wear | white | woman
46295,0,apple | footprint | fruit | paw | peach | plum | red
11589,93,blue | dive | diver | goggles | person | man | sea | snorkel | tank | swim | swimmer | underwater | water | wetsuit | woman
20614,67,animal | blanket | floor | skate | sea | skier | sky | snow | snowboarder
38698,51,animal | biscuit | catch | hand | food | gingerbread house | person | miniskirt | miniature | piggy bank | pink | toy | treat | waffle
41124,83,bell pepper | close-up | fruit | green | pepper | plant | stem | vegetable
16372,54,close-up | daffodil | flower | glass vase | orchid | plant | stem | vase | yellow
17983,72,animal | head | sculpture | shop window
8057,16,alcohol | beer can | bottle | can | liquid | soda | toothpaste | tube
48439,30,animal | dolphin | swim | water
21512,82,close-up | daisy | flower | petal | pollen | sunflower | yellow
20105,80,animal | catch | crowded | person | stand | toy
9893,58,car | park | pick up | road | truck | white
18995,48,car | city | city skyline | city view | drive | license plate | motorcycle | road
43419,32,animal | blowfish | brown | fish | snail
24141,25,armchair | chair | table | dining room | dinning table | living room | pillow | room
2719,96,green | lush | tree
21245,78,crack | floor | snake
6072,20,chair | floor | room
6079,97,animal | blanket | coyote | dog | husky | night | snow | stand
47437,2,baby | toilet paper | beach chair | blanket | chair | infant bed | diaper | newborn | white
38980,36,animal | cage | cardboard box | floor | hamster | hide | hole | mouse | paper bag | pet | rodent
4254,99,logo | sign | street sign | writing | yellow
25834,27,animal | baseball bat | baseball glove | bat | catch | man | swing | swinge | tennis racket
32441,40,doorway | floor | glass door | hardwood floor | room | stand | wood floor
11954,11,baby | baby carriage | boy | car seat | chair | child | cowboy hat | doll | hat | rocking chair | shirt | sun hat | toddler | toy | wear
33190,88,animal
27298,42,animal | antler | bear | bear cub | brown | brown bear | cub | enclosure | food | moose | picnic table | platter | stool | tree
25153,25,armchair | chair | daybed | pad | furniture | pillow | white
13976,88,animal | brown | paw | reflection | stare | window
14621,81,lighthouse | car | pole | red | trolley
53,9,alcohol | beer | beer bottle | beverage | bottle | liquor | table | liquid | whiskey
29070,89,cart | drive | equipment | forklift | green | man | mower | park | tractor
3791,97,animal | brown | fence | grass | hide | lush | stand | stare | weed
22409,19,animal | bison | brown | bull | calf | cattle | pony | cow | enclosure | field | grass | grassy | graze | lush | pasture | stand
21545,3,animal | floor | sit
20771,41,lawn | mower
8757,15,black | dirt field | dirt track | dog | floor | lay | leash | stretch | white
19702,78,alphabet | number | sky | string | symbol
30574,52,autumn tree | blue | field | grassy | green | lush | sky | stand | tree | yellow
1463,37,person | hut | man | pole | stand | sun hat | umbrella | wear | woman
15131,70,flower | glass vase | pink | plant | stem
9453,28,beverage | coffee | coffee cup | container | cup | table | paper cup | food | liquid | plastic | sit | white
33973,98,ballerina | dress | evening dress | girl | gray | pose | prom | wear | woman
30039,63,animal | floor | food | koala | toy
22749,64,animal | cat | gray | pet | pink | possum | stare | white
18015,67,fighter jet | battleship | lighthouse | blue | boat | sea | sky | stingray | tank | swim | underwater | water
37707,23,cloud | cloudy | man | sea | sky
13835,64,animal | cage | hide | mammal | night | pet | possum | rodent | squirrel | tail
13430,63,animal | dog | floor | lay | pavement | relax | sleep
9077,32,animal | boy | skate | man | red | ride | stone | shirt | skateboarder | teddy | toy | trick | wear
19215,3,brown | chase | dog | floor | sea | swim | water
37046,21,animal | chimpanzee | monkey | toy
764,20,blue | chair | pad | floor | room | stool
34430,88,animal | brown | catamount | lush | sculpture | stand | stool | stump
46851,1,floor | goldfish | lay | man | toy | yellow
42631,0,apple | cherry | table | fruit | lemon | orange | pepper | plum | red | tomato
32585,65,animal | grass | lush | squirrel | stand | tail | tree
29147,46,chair | computer | man | shirt | stand | stool
47565,24,beetle | bug | roach | insect | stapler | white
8791,54,animal | flower | orchid | pink | plant | stuff | teddy | white
43150,74,animal | pet | stand
20045,30,animal | banana | dolphin | jump | pod
47812,75,chair | dark | person | man | night | stand | stool | walk | woman
42113,17,building | castle | pillar | lush | tower | sky | white
9310,42,building | home | house
12658,73,animal | bite | jaw | microscope | mouth | nose | open | pet | selfie | white
17178,99,animal | doll | shop window | teddy | toy
29010,53,table | food | fruit | gourd | halloween pumpkin | orange | peel | pumpkin | squash | yellow
10830,61,compass | dial | stop watch | watch
22443,98,swimwear | dress | girl | red | selfie | smile | stand | woman
26896,60,animal | field | grassland | graze | herd | open | plain | savanna | stand
39619,91,aquarium | bathroom accessory | bathroom sink | fish | sink | tank
35117,11,black | boy | child | face | photo | selfie | white
22555,49,city skyline | cloud | cloudy | horizon | sea | sky | sunset
3444,22,clock | wall clock
19296,38,animal | brown | catch | paw | scooter | stand | string | swing | toy
5383,19,animal | bison | black | buffalo | bull | cow | grass | graze | lush | manger | moose | puddle | stand | water | yak
35951,41,cut | grass | green | lawn | man | mower | red | ride | shirt
17149,24,beetle | bug | roach | table | insect | moth | white
31564,43,brown | horse | pet | stable | stand
29503,39,blue | close-up | computer | keyboard | computer screen | cube | key | laptop keyboard
2375,5,bed | bedcover | bedroom | lamp | curtain | doorway | dresser | floor | hotel room | nightstand | pillow | room | wall lamp | white | window | wood floor
5584,35,catch | hand | man | selfie | shirt | t shirt | wear | white
19110,97,blanket | coyote | dog | floor | gray | husky | snow | snowy | stand | walk
48955,89,cloudy | dozer | park | railroad | school bus | sky | train track | yellow
1985,17,building | cathedral | church | cloudy | tower | sky | spire
48320,35,black | boy | child | dress | dress shirt | goggles | hat | shirt | sun hat | suspenders | tie | wear | white
14138,31,animal | baby elephant | elephant | grass | graze | lush | stand
3360,99,hook | liquid | string
29308,47,autumn tree | fall | field | red | tree
22433,97,animal | pet | squirrel | stand
18043,45,animal | doll | floor | red | teddy | toy
22645,92,flower | greenery | lush | plant | tulip | white
24296,10,lamp | container | cup | lid | liquid | plastic | white
29055,51,food | fruit | melon | yellow
22173,8,person | man | skateboarder | stool
11893,18,banana | lighthouse | bottle | fruit | miniature | peel | yellow
16761,73,night | night view | sky | underwater
8986,92,bud | flower | petal | plant | poppy | red | stem | tulip
19456,9,alcohol | backdrop | beverage | bottle | liquor | curtain | table | wine | liquid | whiskey | wine bottle | wine glass
6997,81,car | decker bus | Eiffel tower | miniature | pink | road | trolley
23775,97,animal | blanket | dog | enclosure | floor | husky | snow | stand | stare
45112,46,person | jog | man | muscle | park | stand
2958,72,cat | room | stand | stare
37748,43,animal | brown | field | floor | grass | grassy | lay | lush | man | orangutan | relax | sit | woman
39869,14,alcohol | beer | beverage | catch | drink | food | green | liquid | man | wear | woman
17784,6,animal | pillow | purple
36163,89,box | cardboard box | cart | container | crate | dolly | equipment | floor | forklift | load | palette | room | warehouse
2745,63,catch | hand | flip | person | man | python | selfie | snake
15201,35,swimwear | catch | child | cowboy hat | doorway | dress | girl | goggles | hat | selfie | stand | straw hat | sun hat | wear | white | yellow
32363,38,animal | chair | grass | lush
45981,62,blanket | cloud | cloudy | daffodil | daisy | flower | petal | sky | white | yellow
24640,81,cable car | car | sea | trolley
19266,25,armchair | brown | chair | daybed | couch | pad | furniture | pillow
46643,16,beverage | bottle | can | drawer | liquid | soda
19927,47,tree | yellow
23669,8,bicycle | bicycle helmet | building | garage door | mountain bike | park | red
14390,79,ceiling | curtain | ladder | man | pole | red | shirt | tool
4569,69,baseball bat | baseball hat | cowboy hat | hat | man | pole | sky | straw hat | sun hat | wear
38376,42,animal | lush | squirrel | tree
33315,10,blue | earring | glass bead | liquid | plum
36092,72,animal | boulder | floor | stone | sculpture | sky
11317,87,table | dresser | remote | sit | television
46916,3,animal | bear | brown | brown bear | cage | head | stare | window
7641,94,bathroom | bookshelf | closet | floor | glass door | room
21776,86,attach | smartphone | electronic | flip | phone
28531,72,animal | car | figurine | mat | sculpture | siamese | yoga mat
47602,53,citrus fruit | fruit | lemon | orange | tangerine | yellow
2776,35,arm | girl | pose | selfie | shirt | smile | stand | wear | white | woman
40377,26,animal | brown | bull | horse | saddle | toy
38594,81,cable car | car | drive | red | road | track | train car | trolley | travel
21953,16,toilet paper | table | line | reel | sew | twine
45855,50,animal | bat | branch | hide | night | possum | swinge | tennis racket | tree
2890,44,animal | chameleon | gecko | green | iguana | lizard | man | pet | selfie | stare | white
14608,23,car | image | skateboarder | sky | windshield
47457,52,baseball glove | park | tree
49931,59,path | pine | road | rural | sky | stop sign | street sign | tree
22374,64,animal | climb | enclosure | fence | koala | lemur | panda | possum | tree
46278,43,animal | brown | dog | paw | pet
47328,90,car | go | hillside | miniature | passenger train | railroad | track | train | train car | train track | travel
7314,21,black | pillar | jump | man | martial | trick | wrestle
11083,61,plate | lid | paper plate | toilet seat | white
23796,3,animal | bear | bear cub | black | cone | enclosure | party hat | tree
48382,43,animal | floor | grass | green | lay | lion | lush | man | mane | relax | tree
19052,16,artifact | pottery | table | display | stone | showcase
42937,4,animal | bear cub | brown | brown bear | fur | grass | green | lush | paw
36739,69,animal | night | night view | white
24905,91,animal | aquarium | fungi | tank
43832,18,green
40486,0,apple | apple tree | close-up | fruit | green | hang | peach | plum | red | stem | tree
35449,35,baseball bat | boy | man | officer | police | selfie | stand | stare | wear
15137,7,bottle | floor | green | stone
2137,36,animal | guinea pig | hamster | pet
25368,15,chair | table | picture frame
14087,2,bed | boy | child | girl | pillow | shirt | smile | stand | white
39984,91,animal | lush | tree
8219,71,sea | sky
44931,37,image | man | pool | selfie | swimming pool
11233,94,glass door | room | stool
29073,98,arm | bodybuilder | catch | hand | instrument | man | muscle | pose | red | shirt | shirtless | ukulele | violin | wear
4230,77,animal | bird cage | cage | construction site | dozer | enclosure | equipment | floor | forklift | pet | stone | snail | tortoise | toy | yellow
42563,42,animal | carpet | dog | floor | lay | paw | pillow | toy
38670,6,bee | bumblebee | flower | insect | nectar | pink | pollen | wasp | wildflower | yellow
31903,51,animal | creek | cage | enclosure | fence | floor | person | sun hat | umbrella | wear | white | woman
5858,71,blue | boat | calm | cloud | cloudy | lake | sea | sky | water
6911,61,plate | saucer
12511,98,close-up | face | girl | hair | make | mouth | selfie | shirt | stare | tie | wear | woman
30346,87,appliance | electronic | food | home appliance | vending machine
44897,20,chair | gold | stool | yellow
31059,51,animal | dog | floor | stand | white
39317,64,animal | badger | bear cub | lay | panda | possum
3337,58,car | grass | lush | park | plectrum | pick up | tree | truck | white
40522,23,animal | cloud | cloudy | selfie | sky
45955,94,cabinet | closet | dresser | yellow
47078,31,animal | dirt track | elephant | enclosure | stand | tusk | walk
34017,19,animal | calf | cattle | cow | field | grass | grassy | green | lush | pasture | stand
48390,68,car | car window | highway | image | road | rural | sky
831,69,animal | computer screen | image | man | missile | rocket | sky
37389,7,ant | beetle | black | bug | close-up | floor | insect
31325,22,clock | dial | stop watch | wall clock
15549,58,blue | building | car | garage | garage door | green | model car | park | teal | toy car | turquoise
5100,72,animal | bird | brown | floor | sky | snow
44426,6,animal | bird | blue | bug | flower | insect | nectar | pink | plant | pollen | purple
46926,11,baby | boy | child | floor | overall | red | shirt | sit | sleepwear | toddler | toy | wear
44077,0,apple | bowl | table | plate | fill | fruit | white | yellow
16937,47,city park | lush | park | park bench | picnic table | tree
32822,26,ant | beetle | bug | cricket | floor | grasshopper | hole | insect | moth | snail | spider
34500,8,balance | bend | bicycle | blue | boy | floor | man | monocycle | ride | shirt | skateboarder | spin | stunt | trick | wheelie
28460,28,alcohol | lamp | cup | table | wine | liquid | wine glass
40043,13,car | jeep | license plate | park | suv | vehicle
5086,91,animal | blowfish | fish
22090,37,bird house | cabin | house | house exterior | hut | lush | surround | tree | wood
29553,48,floor | motorcycle | room | scooter | skateboarder | toy | toy car
20188,33,path | park | tree
44482,94,bookshelf | chair | room | stool
15827,14,doll | fire truck | flower | miniature | red | toy | toy car
26988,42,animal | food
13979,42,animal | pet
27109,86,attach | mouse | office supply | phone
21789,5,bed | bookshelf | lamp | bunk bed | cage | chair | pillow | room | stool
12867,74,catch | CD | construction worker | hand | frisbee | magnifying glass | man | safety vest | shirt | toy | vest | wear | yellow
16050,94,table | floor | room
13231,88,baseball glove | floor | food | sparrow
26775,24,ant | beetle | bug | close-up | roach | insect | spider
17618,23,blue | blue sky | cloud | cloudy | daylight | fly | sea | sky
29403,6,car | skateboarder | yellow
25015,20,blue | chair | daybed | pad | floor | folding chair | stool
